'	exclamation	lex112884.1_ἒ
ἐπίορκος	adjective	_ἐπίορκος
ἐπίπαστα	adjective	_ἐπίπαστος
ἐπίπλους	noun	_ἐπίπλοος2
ἐπίπλώς	verb	_ἐπιπλέω
ἐπίρρημα	noun	_ἐπίρρημα
ἐπίσθη	verb	_πιπίσκω
ἐπίσκεψις	noun	_ἐπίσκεψις
ἐπίστασαι	verb	_ἐφίστημι
ἐπίστασαι	verb	_ἐπίσταμαι
ἐπίστασαι	verb	_ἐπιστάζω
ἐπίστασιν	noun	_ἐπίστασις
ἐπίσταται	noun	_ἐπιστάτη
ἐπίσταται	verb	_ἐπίσταμαι
ἐπίσταται	verb	_ἐφίστημι
ἐπίσχεσις	noun	_ἐπίσχεσις
ἐπίφορός	adjective	_ἐπίφορος
ἐπόρους	verb	_πορόω
ἐπόρουσε	verb	_ἐπορούω
ἐπόρουσεν	verb	_ἐπορούω
ἐπ᾽	preposition	_ἐπί
ἐπῆλθε	verb	_ἐπέρχομαι
ἐπῆλθεν	verb	_ἐπέρχομαι
ἐπῆλθον	verb	_ἐπέρχομαι
ἐπῆν	verb	_ἔπειμι1
ἐπῆρσεν	verb	_ἐπαραρίσκω
ἐπῆρσεν	verb	_ἐπάρδω
ἐπῴχατο	verb	_ἐπί-ὠίζω
ἐπῴχατο	verb	_ἐπί-ὀίζω
ἐπῴχατο	verb	_ἐπί-οἴγω
ἐπῴχετο	verb	_ἐποίχομαι
ἐπῶν	noun	_ἔπος
ἐπῶρσεν	verb	_ἐπόρνυμι
ἐράσεως	noun	_ἔρασις
ἐράτιζε	verb	_ἐρατίζω
ἐρέει	verb	_ἔρομαι
ἐρέει	verb	_ἐρέω
ἐρέει	verb	_ἐρέομαι
ἐρέει	verb	_ἐρῶ
ἐρέσσοντες	verb	_ἐρέσσω
ἐρέφω	verb	_ἐρέφω
ἐρέω	verb	_ἐρῶ
ἐρέω	verb	_ἐρέω
ἐρήμω	adjective	_ἐρῆμος
ἐρήμω	verb	_ἐρημόω
ἐρήτυθεν	verb	_ἐρητύω
ἐρίζειν	verb	_ἐρίζω
ἐρίζοι	verb	_ἐρίζω
ἐρίου	noun	_ἔριον
ἐρίσας	verb	_ἐρίζω
ἐρίσματα	noun	_ἔρισμα
ἐρίφῳ	noun	_ἔριφος
ἐρίῳ	noun	_ἔριον
ἐρασθεὶς	verb	_ἔραμαι
ἐρασθεῖσα	verb	_ἔραμαι
ἐρασθῆναι	verb	_ἔραμαι
ἐργάζεσθαι	verb	_ἐργάζομαι
ἐργάζεται	verb	_ἐργάζομαι
ἐργάται	noun	_ἐργάτης
ἐργάτης	noun	_ἐργάτης
ἐργαζομένη	verb	_ἐργάζομαι
ἐργαζομένους	verb	_ἐργάζομαι
ἐργαζομένας	verb	_ἐργάζομαι
ἐργαζόμενοι	verb	_ἐργάζομαι
ἐργαζόμενος	verb	_ἐργάζομαι
ἐργασίαν	noun	_ἐργασία
ἐργασίας	noun	_ἐργασία
ἐργώδη	adjective	_ἐργώδης
ἐργὰται	noun	_ἐργάτης
ἐργάζεσθαι	verb	_ἐργάζομαι
ἐρείδουσαν	verb	_ἐρείδω
ἐρείομεν	verb	_ἐρέω
ἐρείομεν	verb	_ῥέω
ἐρείσματα	noun	_ἔρεισμα
ἐρεθίσῃ	verb	_ἐρεθίζω
ἐρεθισμὸν	noun	_ἐρεθισμός
ἐρεθισμὸς	noun	_ἐρεθισμός
ἐρεθίζεσθαι	verb	_ἐρεθίζω
ἐρειδόμενοι	verb	_ἐρείδω
ἐρεμνὴν	adjective	_ἐρεμνός
ἐρεπτόμενοι	verb	_ἐρέπτομαι
ἐρετμὰ	noun	_ἐρετμόν
ἐρετμὸς	noun	_ἐρετμός
ἐρετῶν	noun	_ἐρέτης
ἐρεχθῆναι	verb	_ἐρέσσω
ἐρεύγετο	verb	_ἐρεύγομαι
ἐρεῖ	verb	_ἐράομαι
ἐρεῖ	verb	_ἐρέομαι
ἐρεῖ	verb	_ἐρέω
ἐρητύσειε	verb	_ἐρητύω
ἐρητύετο	verb	_ἐρητύω
ἐριαύχενες	noun	_ἐριαύχην
ἐριβρεμέτης	noun	_ἐριβρεμέτης
ἐριβώλακι	noun	_ἐριβῶλαξ
ἐριδαίνομεν	verb	_ἐριδαίνω
ἐρικυδέος	adjective	_ἐρικυδής
ἐρινεός	noun	_ἐρινεός
ἐρινεὸν	noun	_ἐρινεός
ἐρινεὸν	noun	_ἐρινεόν
ἐρινεὸς	noun	_ἐρινεός
ἐροῦ	verb	_ἔρομαι
ἐροῦ	verb	_ῥέομαι
ἐροῦ	verb	_ἐρέω
ἐροῦ	verb	_ἐρέομαι
ἐροῦ	verb	_ἐράομαι
ἐροῦμεν	verb	_ἐρέω
ἐρράφθαι	verb	_ῥάπτω
ἐρρίπταζεν	verb	_ῥιπτάζω
ἐρρίφη	verb	_ῥίπτω
ἐρρεῖτο	verb	_ῥέομαι
ἐρρεῖτο	verb	_ῥέω
ἐρριζώθη	verb	_ῥιζόω
ἐρριμμένοι	verb	_ῥίπτω
ἐρρωμένου	verb	_ῥώννυμι
ἐρρωμένου	adjective	_ἐρρωμένος
ἐρρωμένας	verb	_ῥώννυμι
ἐρρωμένας	adjective	_ἐρρωμένος
ἐρρίγουν	verb	_ῥιγόω
ἐρρίγουν	verb	_ἐνριγόω
ἐρρίγουν	verb	_ῥιγέω
ἐρρίγω	verb	_ἐνριγόω
ἐρρίγω	verb	_ῥιγόω
ἐρρίγω	verb	_ῥιγέω
ἐρυθρὰν	adjective	_ἐρυθρός
ἐρυθρᾶς	adjective	_ἐρυθρός
ἐρυθρῶ	adjective	_ἐρυθρός
ἐρυσαίμεθα	verb	_ἐρύω
ἐρυσσαμένῳ	verb	_ἐρύω
ἐρυσίπτολιν	noun	_ἐρυσίπτολις
ἐρχομένη	verb	_ἔρχομαι
ἐρχομένης	verb	_ἔρχομαι
ἐρχομένου	verb	_ἔρχομαι
ἐρχόμενοι	verb	_ἔρχομαι
ἐρωμένων	verb	_ἐράομαι
ἐρωμένων	verb	_ἐράω1
ἐρωμένων	noun	_ἐρώμενος
ἐρωμένων	verb	_ἐράω2
ἐρωτήσει	verb	_ἐρωτάω
ἐρωτήσει	noun	_ἐρώτησις
ἐρωτηθεὶς	verb	_ἐρωτάω
ἐρωτικοῖς	adjective	_ἐρωτικός
ἐρωτικόν	adjective	_ἐρωτικός
ἐρωτικῶς	adjective	_ἐρωτικός
ἐρωτᾶς	verb	_ἐρωτάω
ἐρωτᾷ	verb	_ἐρωτάω
ἐρωτῶν	verb	_ἐρωτάω
ἐρωτῶσαι	verb	_ἐρωτάω
ἐρύγω	verb	_ἐρεύγομαι
ἐρύκακεν	verb	_ἐρύκω
ἐρύκει	verb	_ἐρύκω
ἐρύουσιν	verb	_ἐρύω
ἐρύσαι	verb	_ἐρύω
ἐρύσεται	verb	_ἐρύω
ἐρύσουσι	verb	_ἐρύω
ἐρύσσαιτο	verb	_ἐρύω
ἐρύσσομεν	verb	_ἐρύω
ἐρύω	verb	_ἐρύω
ἐρώμενος	verb	_ἐράομαι
ἐρώμενος	noun	_ἐρώμενος
ἐρώμενος	verb	_ἐράω1
ἐρώτησον	verb	_ἐρωτάω
ἐρέει	verb	_ἐρῶ
ἐρέει	verb	_ἔρομαι
ἐρέει	verb	_ἐρέομαι
ἐρέει	verb	_ἐρέω
ἐρέριπτο	verb	_ῥίπτω
ἐρέριπτο	verb	_ἐρείπω
ἐρέσσοντες	verb	_ἐρέσσω
ἐρήρεισται	verb	_ἐρείδω
ἐρίσαντα	verb	_ἐρίζω
ἐρόμενός	verb	_ἔρομαι
ἐρύειν	verb	_ἐρύω
ἐρύοντι	verb	_ἐρύω
ἐρύοντος	verb	_ἐρύω
ἐρώει	verb	_ἐρωέω
ἐρᾶν	verb	_ἐράω2
ἐρᾶν	noun	_ἔρα
ἐρᾶν	verb	_ἐράω1
ἐρᾷ	verb	_ἐράω2
ἐρᾷ	verb	_ἐράομαι
ἐρᾷ	verb	_ἐράω1
ἐρῳδιόν	noun	_ἐρῳδιός
ἐρῶ	verb	_ἐράω2
ἐρῶ	verb	_ἐράομαι
ἐρῶ	verb	_ἐράω1
ἐρῶ	verb	_ἐρέω
ἐρῶν	noun	_ἔρα
ἐρῶν	noun	_ἔρος2
ἐρῶν	verb	_ἐρέω
ἐρῶν	verb	_ἐρῶ
ἐρῶν	verb	_ἐράω1
ἐρῶντα	verb	_ἐράω2
ἐρῶντα	verb	_ἐράω1
ἐρῷ	verb	_ἐράω2
ἐρῷ	verb	_ἐράω1
ἐς	preposition	_εἰς
ἐσ	preposition	_εἰς
ἐσάκουσε	verb	_εἰσακούω
ἐσάκουσεν	verb	_εἰσακούω
ἐσάλπιζον	verb	_σαλπίζω
ἐσάλπιζον	verb	_ἐνσαλπίζω
ἐσάωσα	verb	_σαόω
ἐσάωσα	verb	_σώζω
ἐσήμαινε	verb	_σημαίνω
ἐσήμανεν	verb	_σημαίνω
ἐσαλπίζον	verb	_ἐνσαλπίζω
ἐσβέσθαι	verb	_σβέννυμι
ἐσεσώκει	verb	_σώζω
ἐσεσώκει	verb	_σώζω
ἐσημειούμεθα	verb	_σημειόω
ἐσημειοῦτο	verb	_σημειόω
ἐσημειώσατο	verb	_σημειόω
ἐσθ'	verb	_εἰμί
ἐσθίει	verb	_ἐσθίω
ἐσθίειν	verb	_ἐσθίω
ἐσθιόμενον	verb	_εἰσθέω
ἐσθιόμενον	verb	_ἐσθίω
ἐσθιόμενος	verb	_ἐσθίω
ἐσθιόμενος	verb	_εἰσθέω
ἐσθλοί	adjective	_ἐσθλός
ἐσθλοὶ	adjective	_ἐσθλός
ἐσθλὸν	adjective	_ἐσθλός
ἐσθλῶν	adjective	_ἐσθλός
ἐσθίοντες	verb	_ἐσθίω
ἐσθίοντες	verb	_εἰσθέω
ἐσθίουσα	verb	_ἐσθίω
ἐσθῆτος	noun	_ἐσθής
ἐσκέπαζον	verb	_σκεπάζω
ἐσκίνουν	verb	_εἰσ-κινέω
ἐσκεπάσθη	verb	_σκεπάζω
ἐσκεύασται	verb	_σκευάζω
ἐσκορπίζοντο	verb	_σκορπίζω
ἐσκορπίζετο	verb	_σκορπίζω
ἐσκοτισμένον	verb	_σκοτίζω
ἐσκοτώθη	verb	_σκοτόω
ἐσκύλευον	verb	_σκυλεύω
ἐσκέπασεν	verb	_σκεπάζω
ἐσμέν	verb	_εἰμί
ἐσομένου	verb	_εἰμί
ἐσπάρθαι	verb	_σπείρω
ἐσπάσθη	verb	_σπάω
ἐσπερίους	verb	_εἰς,περί-ἰόω
ἐσπούδακεν	verb	_σπουδάζω
ἐσπούδασεν	verb	_σπουδάζω
ἐσπόμεθ'	verb	_ἕπομαι
ἐσπόμεθ'	verb	_ἔσπον
ἐσσί	verb	_εἰμί
ἐσσεύαντο	verb	_σεύω
ἐσσεύοντο	verb	_εἰσ-σεύω
ἐσσι	verb	_εἰμί
ἐσσομένοισι	verb	_ἔσσομαι
ἐσσχηματίσαμεν	verb	_εἰσ-σχηματίζω
ἐσσὶ	verb	_εἰμί
ἐστέ	verb	_εἰμί
ἐστέναζεν	verb	_στενάζω
ἐστέναξαν	verb	_στενάζω
ἐστέρησαν	verb	_στερέω
ἐστέφετο	verb	_στέφω
ἐστέφθαι	verb	_στέφω
ἐστέψατο	verb	_στέφω
ἐστί	verb	_εἰμί
ἐστίν	verb	_εἰμί
ἐστίξαμεν	verb	_στίζω
ἐστε	verb	_εἰμί
ἐστενάξαμεν	verb	_στενάζω
ἐστεναχοῦντο	verb	_στεναχέω
ἐστερημένος	verb	_στερέω
ἐστεφάνωται	verb	_στεφανόω
ἐστεφάνωτο	verb	_στεφανόω
ἐστηρήθη	verb	_εἰσ-τηρέω
ἐστι	verb	_εἰμί
ἐστιν	verb	_εἰμί
ἐστον	verb	_εἰμί
ἐστράτευσεν	verb	_στρατεύω
ἐστρέφετο	verb	_στρέφω
ἐστραμμένην	verb	_στρέφω
ἐστραμμένην	verb	_στράπτω
ἐστρατεύκεισαν	verb	_στρατεύω
ἐστρατεύσαντο	verb	_στρατεύω
ἐστρατήγουν	verb	_στρατηγέω
ἐστράτευσαν	verb	_στρατεύω
ἐστόχασται	verb	_στοχάζομαι
ἐστήκει	verb	_εἰσ-τήκω
ἐστὶ	verb	_εἰμί
ἐστὶν	verb	_εἰμί
ἐστί	verb	_εἰμί
ἐστίν	verb	_εἰμί
ἐστὸν	verb	_εἰμί
ἐσχάταις	adjective	_ἔσχατος
ἐσχάτην	verb	_ἐσχατάω
ἐσχάτην	adjective	_ἔσχατος
ἐσχάτην	verb	_σχάζω
ἐσχάτην	verb	_σχάω
ἐσχάτου	adjective	_ἔσχατος
ἐσχατόωντα	verb	_ἐσχατάω
ἐσχημάτικεν	verb	_σχηματίζω
ἐσχημάτισεν	verb	_σχηματίζω
ἐσχημάτισται	verb	_σχηματίζω
ἐσχηματίσθαι	verb	_σχηματίζω
ἐσχηματισμένοι	verb	_σχηματίζω
ἐσχημάτισται	verb	_σχηματίζω
ἐσχάτοις	adjective	_ἔσχατος
ἐσωφρόνιζον	verb	_σωφρονίζω
ἐσωφρόνισεν	verb	_σωφρονίζω
ἐσωφρόνισεν	verb	_σωφρονίζω
ἐσόμενα	verb	_εἰμί
ἐσόμενον	verb	_εἰμί
ἐσόμενος	verb	_εἰμί
ἐτάραξε	verb	_ταράσσω
ἐτάρασσον	verb	_ταράσσω
ἐτάφη	verb	_θάπτω
ἐτέτακτο	verb	_τάσσω
ἐτήτυμον	adjective	_ἐτήτυμος
ἐτήτυμος	adjective	_ἐτήτυμος
ἐτίθεσαν	verb	_τίθημι
ἐτίθουν	verb	_τίθημι
ἐτίναξε	verb	_τινάσσω
ἐτίναξεν	verb	_τινάσσω
ἐταμιεύσατο	verb	_ταμιεύω
ἐταπεινώθησαν	verb	_ταπεινόω
ἐταράσσοντο	verb	_ταράσσω
ἐτελείετο	verb	_τελέω
ἐτελείωσεν	verb	_τελειόω
ἐτελειοῦτο	verb	_τελειόω
ἐτελεύτα	verb	_τελευτάω
ἐτελεύτησαν	verb	_τελευτάω
ἐτελεύτησε	verb	_τελευτάω
ἐτεόν	adjective	_ἐτεός
ἐτεός	adjective	_ἐτεός
ἐτεὸν	adjective	_ἐτεός
ἐτησίων	adjective	_ἐτήσιος
ἐτιμήθη	verb	_τιμέω
ἐτιμήθη	verb	_τιμάω
ἐτράπετο	verb	_τρέπω
ἐτράπη	verb	_τραπέω
ἐτράπη	verb	_τρέπω
ἐτράπη	verb	_τέρπω
ἐτράπησαν	verb	_τραπέω
ἐτράπησαν	verb	_τρέπω
ἐτράπησαν	verb	_τέρπω
ἐτράφετο	verb	_τρέφω
ἐτράφη	verb	_τρέφω
ἐτρέπετο	verb	_τρέπω
ἐτρέφετο	verb	_τρέφω
ἐτρώθη	verb	_τιτρώσκω
ἐτράπη	verb	_τραπέω
ἐτράπη	verb	_τρέπω
ἐτράπη	verb	_τέρπω
ἐτρέφοντο	verb	_τρέφω
ἐτυγχάνομεν	verb	_τυγχάνω
ἐτυμολογίαν	noun	_ἐτυμολογία
ἐτυμολογεῖν	verb	_ἐτυμολογέω
ἐτυμολογεῖται	verb	_ἐτυμολογέω
ἐτυμολογηθῇ	verb	_ἐτυμολογέω
ἐτυμολογοῦσι	verb	_ἐτυμολογέω
ἐτυμολογίαν	noun	_ἐτυμολογία
ἐτυμολόγησαν	verb	_ἐτυμολογέω
ἐτυχόμην	verb	_τυγχάνω
ἐτόλμησαν	verb	_τολμάω
ἐτόξευσεν	verb	_τοξεύω
ἐτύγχανον	verb	_τυγχάνω
ἐτύχθη	verb	_τεύχω
ἐτύχοντο	verb	_τυγχάνω
ἐτάσσετο	verb	_τάσσω
ἐτήρησεν	verb	_τηρέω
ἐτίθεντο	verb	_τίθημι
ἐτίτρωσκον	verb	_τιτρώσκω
ἐτόλμησαν	verb	_τολμάω
ἐτόλμησας	verb	_τολμάω
ἐυφρήνεις	verb	_εὐφραίνω
ἐφ'	preposition	_ἐπί
ἐφάνη	verb	_φανάω
ἐφάνη	verb	_φαίνω
ἐφέρετο	verb	_φέρω
ἐφέροντο	verb	_φέρω
ἐφέσσεσθαι	verb	_ἐπιέννυμι
ἐφέστιοι	adjective	_ἐφέστιος
ἐφήσεις	verb	_ἐφίημι
ἐφήσω	verb	_φημί
ἐφήσω	verb	_ἐφίημι
ἐφήσω	verb	_ἐφέζομαι
ἐφήσω	verb	_ἐφήδομαι
ἐφίζουσιν	verb	_ἐφίζω
ἐφίλεον	verb	_φιλέω
ἐφίλησε	verb	_φιλέω
ἐφίσταται	verb	_ἐφίστημι
ἐφαίνετο	verb	_φαίνω
ἐφαλλόμενος	verb	_ἐφάλλομαι
ἐφαλλόμενον	verb	_ἐφάλλομαι
ἐφαπτομένους	verb	_ἐφάπτω
ἐφαπτόμενοι	verb	_ἐφάπτω
ἐφαίνετο	verb	_φαίνω
ἐφεξῆς	verb	_ἐπώχατο
ἐφεξῆς	adverb	_ἐφεξῆς
ἐφεστήκει	verb	_ἐφίστημι
ἐφεσταότες	verb	_ἐφίστημι
ἐφεσταότος	verb	_ἐφίστημι
ἐφεστήκει	verb	_ἐφίστημι
ἐφθάρη	verb	_φθείρω
ἐφθάρθαι	verb	_φθείρω
ἐφθέγγοντο	verb	_φθέγγομαι
ἐφθόνησεν	verb	_φθονέω
ἐφθάρησαν	verb	_φθείρω
ἐφιέμενα	verb	_ἐφίημι
ἐφιλήθησαν	verb	_φιλέω
ἐφιλολόγει	verb	_φιλολογέω
ἐφιλονείκουν	verb	_φιλονεικέω
ἐφοβήθη	verb	_φοβέω
ἐφοβοῦντο	verb	_φοβέω
ἐφομαρτεῖτε	verb	_ἐφομαρτέω
ἐφομαρτεῖτον	verb	_ἐφομαρτέω
ἐφορμήσας	verb	_ἐφορμέω
ἐφορμήσας	verb	_ἐφορμάω
ἐφορμῆσαι	verb	_ἐφορμάω
ἐφορμῆσαι	verb	_ἐφορμέω
ἐφορμῶσιν	verb	_ἐφορμέω
ἐφορμῶσιν	verb	_ἐφορμάω
ἐφορῶντι	verb	_ἐφοράω
ἐφορῶντι	verb	_ἐποράω
ἐφράσσατο	verb	_φράζω
ἐφρασάμην	verb	_φράζω
ἐφρούρει	verb	_φρουρέω
ἐφρόντιζε	verb	_φροντίζω
ἐφυγάδευσε	verb	_φυγαδεύω
ἐφυγάδευσεν	verb	_φυγαδεύω
ἐφυλάχθη	verb	_φυλάζω
ἐφυλάχθη	verb	_φυλάσσω
ἐφυσίωσας	verb	_φυσιόω
ἐφόβηθεν	verb	_φοβέω
ἐφόρει	verb	_ἐποράω
ἐφόρει	verb	_ἐφοράω
ἐφόρει	verb	_φορέω
ἐφύβριστος	adjective	_ἐφύβριστος
ἐφύλαξαν	verb	_φυλάζω
ἐφύλαξαν	verb	_φυλάσσω
ἐφύλαξεν	verb	_φυλάσσω
ἐφύλαξεν	verb	_φυλάζω
ἐφώνησεν	verb	_φωνέω
ἐφἵστησιν	verb	_ἐφίστημι
ἐφάνη	verb	_φανάω
ἐφάνη	verb	_φαίνω
ἐφάνησαν	verb	_φανάω
ἐφάνησαν	verb	_φαίνω
ἐφάρμοσον	verb	_ἐφαρμόζω
ἐφήρμοσε	verb	_ἐφαρμόζω
ἐφίλησα	verb	_φιλέω
ἐφόνευον	verb	_φονεύω
ἐφύλαξε	verb	_φυλάζω
ἐφύλαξε	verb	_φυλάσσω
ἐφύλαξεν	verb	_φυλάσσω
ἐφύλαξεν	verb	_φυλάζω
ἐφύλασσον	verb	_φυλάσσω
ἐφώρμησαν	verb	_ἐφορμέω
ἐφώρμησαν	verb	_ἐφορμάω
ἐφῶ	verb	_ἐφίημι
ἐχ'	noun	_ἐκάς
ἐχέοντο	verb	_χέω
ἐχαρίσατο	verb	_χαρίζω
ἐχαρίσατο	verb	_χαρίζομαι
ἐχθοδοπῆσαί	verb	_ἐχθοδοπέω
ἐχθροὺς	adjective	_ἐχθρός
ἐχθροῦ	adjective	_ἐχθρός
ἐχθρός	adjective	_ἐχθρός
ἐχθρὸν	adjective	_ἐχθρός
ἐχθρὸς	adjective	_ἐχθρός
ἐχθρόν	adjective	_ἐχθρός
ἐχθρῶν	noun	_ἔχθρα
ἐχθρῶν	noun	_ἔχθρη
ἐχθρῶν	adjective	_ἐχθρός
ἐχολοῦτο	verb	_χολόω
ἐχολοῦτο	verb	_χολόομαι
ἐχομένη	verb	_ἔχω
ἐχομένῃ	verb	_ἔχω
ἐχουσῶν	verb	_ἔχω
ἐχούσης	verb	_ἔχω
ἐχρήσαντο	verb	_χράω2
ἐχρήσατο	verb	_χράω2
ἐχρήσατο	verb	_χράω2
ἐχρῆν	verb	_χρή
ἐχρῆτο	verb	_χράω2
ἐχρῆτο	verb	_χράω1
ἐχρῆτο	verb	_χράομαι
ἐχρῆτο	verb	_χραύω
ἐχρῶντο	verb	_χράω2
ἐχρῶντο	verb	_χραύω
ἐχρῶντο	verb	_χράομαι
ἐχρῶντο	verb	_χράω1
ἐχωρίσθη	verb	_χωρίζω
ἐχόμενον	verb	_ἔχω
ἐχόντων	verb	_ἔχω
ἐχώρει	verb	_χωρέω
ἐχώρισεν	verb	_χωρίζω
ἐχόμενος	verb	_ἔχω
ἐχόντων	verb	_ἔχω
ἐχώννυον	verb	_χόω
ἐψίλωσαν	verb	_ψιλόω
ἐψηφίσαντο	verb	_ψηφίζω
ἐψηφίσαντο	verb	_ψηφίζομαι
ἐψηφίσατο	verb	_ψηφίζω
ἐψηφίσατο	verb	_ψηφίζομαι
ἐψιλοῦτο	verb	_ψιλόω
ἐψιλώθη	verb	_ψιλόω
ἐψίλωσαν	verb	_ψιλόω
ἐϋδμήτων	adjective	_εὔδμητος
ἐϋκτιμένης	adjective	_ἐυκτίμενος
ἐϋξόου	adjective	_εὔξοος
ἐϋπλοκαμῖδες	noun	_ἐυπλοκαμίς
ἐϋφρονέων	adjective	_εὐφρονέων
ἐόντα	verb	_εἰμί
ἐόντες	verb	_εἰμί
ἐών	verb	_εἰμί
ἐὰν	conjunction	_ἐάν
ἐάν	conjunction	_ἐάν
ἐέσσατο	verb	_ἕζομαι
ἐίσην	adjective	_ἔισος
ἐίσην	adjective	_ἴσος
ἐόντε	verb	_εἰμί
ἐόντες	verb	_εἰμί
ἐὼν	verb	_εἰμί
ἐώικεσαν	verb	_ἔοικα
ἐών	verb	_εἰμί
ἐώρα	noun	_ἐώρα
ἐΰστροφον	adjective	_εὔστροφος
ἐῳνοχόει	verb	_οἰνοχοέω
ἐῴκει	verb	_ἔοικα
ἐῴκεσαν	verb	_ἔοικα
ἐῶ	verb	_ἐάω
ἑ	pronoun	_ἕ
ἑάφθη	verb	_ἑάφθη
ἑάων	adjective	_ἑός
ἑανῷ	noun	_ἑανός
ἑαυτοὺς	pronoun	_ἑαυτοῦ
ἑαυτοῖς	pronoun	_ἑαυτοῦ
ἑαυτοῦ	pronoun	_ἑαυτοῦ
ἑαυτόν	pronoun	_ἑαυτοῦ
ἑαυτὴν	pronoun	_ἑαυτοῦ
ἑαυτὸ	pronoun	_ἑαυτοῦ
ἑαυτὸν	pronoun	_ἑαυτοῦ
ἑαυτόν	pronoun	_ἑαυτοῦ
ἑαυτῆς	pronoun	_ἑαυτοῦ
ἑαυτῶ	pronoun	_ἑαυτοῦ
ἑαυτῶν	pronoun	_ἑαυτοῦ
ἑαυτῷ	pronoun	_ἑαυτοῦ
ἑβδομάτη	adjective	_ἑβδόματος
ἑβδομάτην	adjective	_ἑβδόματος
ἑβδόμῳ	adjective	_ἕβδομος
ἑδανὸς	adjective	_ἑδανός
ἑδανῶ	adjective	_ἑδανός
ἑζομένω	verb	_ἕζομαι
ἑζομένων	verb	_ἕζομαι
ἑκάστας	adjective	_ἕκαστος
ἑκάστη	adjective	_ἕκαστος
ἑκάστου	adjective	_ἕκαστος
ἑκάστω	adjective	_ἕκαστος
ἑκάστῳ	adjective	_ἕκαστος
ἑκάτερθε	adverb	_ἑκάτερθε
ἑκάτερον	adjective	_ἑκάτερος
ἑκάτερος	adjective	_ἑκάτερος
ἑκατέρας	adjective	_ἑκάτερος
ἑκατέροις	adjective	_ἑκάτερος
ἑκατέρου	adjective	_ἑκάτερος
ἑκατέρους	adjective	_ἑκάτερος
ἑκατέρω	adjective	_ἑκάτερος
ἑκατέρωθεν	adverb	_ἑκατέρωθεν
ἑκατέρωθι	adverb	_ἑκατέρωθι
ἑκατέρως	adjective	_ἑκάτερος
ἑκατέρως	adverb	_ἑκατέρως
ἑκατέρωσε	adverb	_ἑκατέρωσε
ἑκατέρῳ	adjective	_ἑκάτερος
ἑκατέρῶθεν	adverb	_ἑκατέρωθεν
ἑκατόμβας	noun	_ἑκατόμβη
ἑκατόμβην	noun	_ἑκατόμβη
ἑκατόμβης	noun	_ἑκατόμβη
ἑκατόμπολιν	noun	_ἑκατόμπολις
ἑκατόν	numeral	_ἑκατόν
ἑκατέροις	adjective	_ἑκάτερος
ἑκατέρου	adjective	_ἑκάτερος
ἑκατέρωθεν	adverb	_ἑκατέρωθεν
ἑκατὸν	numeral	_ἑκατόν
ἑκηβολίαι	noun	_ἑκηβολία
ἑκουσίως	adjective	_ἑκούσιος
ἑκοῦσαν	adjective	_ἑκών
ἑκτὸς	adjective	_ἑκτός
ἑκυρὰν	noun	_ἑκυρά
ἑκόντα	adjective	_ἑκών
ἑκόντας	adjective	_ἑκών
ἑκών	adjective	_ἑκών
ἑκάς	adverb	_ἑκάς
ἑκάστην	adjective	_ἕκαστος
ἑκάστω	adjective	_ἕκαστος
ἑκάτερον	adjective	_ἑκάτερος
ἑκόντα	adjective	_ἑκών
ἑκόντες	adjective	_ἑκών
ἑκὼν	adjective	_ἑκών
ἑκών	adjective	_ἑκών
ἑλέτην	verb	_αἱρέω
ἑλίκωπες	noun	_ἑλίκωψ
ἑλίσσω	verb	_ἑλίσσω
ἑλεῖν	verb	_αἱρέω
ἑλικώτατον	adjective	_ἑλικός
ἑλκομένου	verb	_ἕλκω
ἑλκόμενος	verb	_ἕλκω
ἑλκύσαι	verb	_ἕλκω
ἑλκύσματα	noun	_ἕλκυσμα
ἑλληνίζειν	verb	_ἑλληνίζω
ἑλληνικῶς	adjective	_Ἑλληνικός
ἑλοίμην	verb	_αἱρέω
ἑλοῦσα	verb	_αἱρέω
ἑλόντε	verb	_αἱρέω
ἑλών	verb	_αἱρέω
ἑλώρια	noun	_ἑλώριον
ἑλέσθαι	verb	_αἱρέω
ἑλέτην	verb	_αἱρέω
ἑλίκη	noun	_ἑλίκη
ἑλῶν	noun	_ἕλος
ἑλῶν	noun	_ἕλη
ἑλῶν	verb	_αἱρέω
ἑνί	noun	_εἷς
ἑνικοῖς	adjective	_ἑνικός
ἑνικοῦ	adjective	_ἑνικός
ἑνικὰ	adjective	_ἑνικός
ἑνικὴ	adjective	_ἑνικός
ἑνικὸν	adjective	_ἑνικός
ἑνικόν	adjective	_ἑνικός
ἑνικῶ	adjective	_ἑνικός
ἑνικῶς	adjective	_ἑνικός
ἑνοῖ	verb	_ἑνόω
ἑνὶ	noun	_εἷς
ἑνὸς	noun	_εἷς
ἑξήκοντα	numeral	_ἑξήκοντα
ἑξῆς	verb	_ἔχω
ἑξῆς	adverb	_ἑξῆς
ἑορακὼς	verb	_ὁράω
ἑορτή	noun	_ἑορτή
ἑορτίς	noun	_ἑορτίς
ἑορταῖς	noun	_ἑορτή
ἑορτὴ	noun	_ἑορτή
ἑοῖο	adjective	_ἑός
ἑοῦ	adjective	_ἑός
ἑοῦ	pronoun	_ὅς
ἑπομένοις	verb	_ἕπομαι
ἑπομένοις	verb	_ἕπομαι
ἑπτ'	noun	_ἑπτάς
ἑπτ'	numeral	_ἑπτά
